aibtest_age,aibtest_b,aibtest_chas,aibtest_crim,aibtest_dis,aibtest_indus,aibtest_lstat,aibtest_medv,new_expl_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_pred_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_p1_3c39f59f_770a_4b1d_baf1_65f95da65b00,aibtest_nox,aibtest_ptratio,aibtest_rad,aibtest_rm,aibtest_tax,aibtest_uci_boston_housingid,aibtest_zn,importsequencenumber,aibtest_uci_boston_housing_name,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,organizationid
85.5,392.74,0,0.23,5.69,6.91,18.8,16.6,,,,0.45,17.9,3,6.03,233,401c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389880,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33.3,396.9,0,0.19,5.1,6.91,14.15,20,,,,0.45,17.9,3,5.79,233,3f1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389879,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33.8,396.9,0,0.17,5.1,6.91,10.21,19.3,,,,0.45,17.9,3,5.68,233,3c1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389878,d9024a18-5ac4-4fcd-8db4-e74652d96d30
40,389.39,0,0.12,5.72,6.91,9.55,21.2,,,,0.45,17.9,3,6.07,233,3b1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389877,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6.5,394.46,0,0.16,5.72,6.91,7.44,24.7,,,,0.45,17.9,3,6.21,233,3a1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389876,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6.6,383.37,0,0.14,5.72,6.91,5.81,25.3,,,,0.45,17.9,3,6.17,233,391c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389875,d9024a18-5ac4-4fcd-8db4-e74652d96d30
2.9,385.41,0,0.13,5.72,6.91,4.84,26.6,,,,0.45,17.9,3,6.77,233,371c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389874,d9024a18-5ac4-4fcd-8db4-e74652d96d30
15.8,395.62,0,0.03,5.4,2.95,1.98,34.9,,,,0.43,18.3,3,7.02,252,351c0bf0-c96e-ea11-a811-000d3af77de6,75,,,Active,Active,,,3389873,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.8,395.63,0,0.03,5.4,2.95,4.32,30.8,,,,0.43,18.3,3,6.6,252,341c0bf0-c96e-ea11-a811-000d3af77de6,75,,,Active,Active,,,3389872,d9024a18-5ac4-4fcd-8db4-e74652d96d30
30.2,393.43,0,0.18,3.85,5.96,10.13,24.7,,,,0.5,19.2,5,5.97,279,311c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389871,d9024a18-5ac4-4fcd-8db4-e74652d96d30
41.5,396.9,0,0.08,3.93,5.96,8.77,21,,,,0.5,19.2,5,5.85,279,2e1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389870,d9024a18-5ac4-4fcd-8db4-e74652d96d30
61.4,377.56,0,0.1,3.38,5.96,11.41,20,,,,0.5,19.2,5,5.84,279,2d1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389869,d9024a18-5ac4-4fcd-8db4-e74652d96d30
68.2,396.9,0,0.06,3.36,5.96,9.68,18.9,,,,0.5,19.2,5,5.93,279,2c1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389868,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.9,248.31,0,1.61,3.76,8.14,20.34,13.5,,,,0.54,21,4,6.1,307,2b1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389867,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95,358.77,0,1.15,3.79,8.14,18.35,13.1,,,,0.54,21,4,5.7,307,281c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389866,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82,232.6,0,1.39,3.99,8.14,27.71,13.2,,,,0.54,21,4,5.95,307,261c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389865,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,376.73,0,1.35,4.18,8.14,13.04,14.5,,,,0.54,21,4,6.07,307,251c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389864,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.1,360.17,0,1.13,4.23,8.14,22.6,12.7,,,,0.54,21,4,5.71,307,231c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389863,d9024a18-5ac4-4fcd-8db4-e74652d96d30
87.3,380.23,0,1,4.24,8.14,11.98,21,,,,0.54,21,4,6.67,307,221c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389861,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.4,387.94,0,0.77,4.45,8.14,12.8,18.4,,,,0.54,21,4,6.5,307,201c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389860,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.8,306.38,0,0.96,4.45,8.14,17.28,14.8,,,,0.54,21,4,6.05,307,1f1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389859,d9024a18-5ac4-4fcd-8db4-e74652d96d30
90.3,376.88,0,0.67,4.68,8.14,14.81,16.6,,,,0.54,21,4,5.81,307,1e1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389858,d9024a18-5ac4-4fcd-8db4-e74652d96d30
85.7,303.42,0,0.84,4.45,8.14,16.51,13.9,,,,0.54,21,4,5.6,307,1d1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389857,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.1,394.33,0,0.75,4.4,8.14,16.3,15.6,,,,0.54,21,4,5.92,307,1c1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389856,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,394.54,0,0.99,4.1,8.14,19.88,14.5,,,,0.54,21,4,5.81,307,191c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389855,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.7,396.9,0,1.23,3.98,8.14,18.72,15.2,,,,0.54,21,4,6.14,307,181c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389854,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89.2,392.53,0,0.85,4.01,8.14,13.83,19.6,,,,0.54,21,4,5.96,307,171c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389853,d9024a18-5ac4-4fcd-8db4-e74652d96d30
98.1,376.57,0,1.25,3.8,8.14,21.02,13.6,,,,0.54,21,4,5.57,307,161c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389852,d9024a18-5ac4-4fcd-8db4-e74652d96d30
69.5,390.95,0,0.73,3.8,8.14,11.28,18.2,,,,0.54,21,4,5.73,307,151c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389851,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.6,288.99,0,0.8,3.8,8.14,11.69,20.2,,,,0.54,21,4,5.46,307,141c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389850,d9024a18-5ac4-4fcd-8db4-e74652d96d30
81.7,386.75,0,0.78,4.26,8.14,14.67,17.5,,,,0.54,21,4,5.99,307,131c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389849,d9024a18-5ac4-4fcd-8db4-e74652d96d30
29.3,386.85,0,1.05,4.5,8.14,6.58,23.1,,,,0.54,21,4,5.94,307,121c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389848,d9024a18-5ac4-4fcd-8db4-e74652d96d30
56.5,395.62,0,0.63,4.5,8.14,8.47,19.9,,,,0.54,21,4,5.83,307,111c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389847,d9024a18-5ac4-4fcd-8db4-e74652d96d30
84.5,380.02,0,0.64,4.46,8.14,10.26,18.2,,,,0.54,21,4,6.1,307,101c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389846,d9024a18-5ac4-4fcd-8db4-e74652d96d30
61.8,396.9,0,0.63,4.71,8.14,8.26,20.4,,,,0.54,21,4,5.95,307,0f1c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389845,d9024a18-5ac4-4fcd-8db4-e74652d96d30
39,390.5,0,0.09,5.45,7.87,15.71,21.7,,,,0.52,15.2,5,5.89,311,0e1c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389844,d9024a18-5ac4-4fcd-8db4-e74652d96d30
82.9,396.9,0,0.12,6.23,7.87,13.27,18.9,,,,0.52,15.2,5,6.01,311,0d1c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389843,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.3,392.52,0,0.22,6.35,7.87,20.45,15,,,,0.52,15.2,5,6.38,311,0c1c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389842,d9024a18-5ac4-4fcd-8db4-e74652d96d30
85.9,386.71,0,0.17,6.59,7.87,17.1,18.9,,,,0.52,15.2,5,6,311,0b1c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389841,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,386.63,0,0.21,6.08,7.87,29.93,16.5,,,,0.52,15.2,5,5.63,311,091c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389840,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.1,396.9,0,0.14,5.95,7.87,19.15,27.1,,,,0.52,15.2,5,6.17,311,051c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389839,d9024a18-5ac4-4fcd-8db4-e74652d96d30
66.6,395.6,0,0.09,5.56,7.87,12.43,22.9,,,,0.52,15.2,5,6.01,311,021c0bf0-c96e-ea11-a811-000d3af77de6,12.5,,,Active,Active,,,3389838,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.7,394.12,0,0.03,6.06,2.18,5.21,28.7,,,,0.46,18.7,3,6.43,222,011c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389837,d9024a18-5ac4-4fcd-8db4-e74652d96d30
54.2,396.9,0,0.07,6.06,2.18,5.33,36.2,,,,0.46,18.7,3,7.15,222,001c0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389836,d9024a18-5ac4-4fcd-8db4-e74652d96d30
45.8,394.63,0,0.03,6.06,2.18,2.94,33.4,,,,0.46,18.7,3,7,222,ff1b0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389835,d9024a18-5ac4-4fcd-8db4-e74652d96d30
61.1,392.83,0,0.03,4.97,7.07,4.03,34.7,,,,0.47,17.8,2,7.18,242,fe1b0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389834,d9024a18-5ac4-4fcd-8db4-e74652d96d30
78.9,396.9,0,0.03,4.97,7.07,9.14,21.6,,,,0.47,17.8,2,6.42,242,fd1b0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389833,d9024a18-5ac4-4fcd-8db4-e74652d96d30
65.2,396.9,0,0.01,4.09,2.31,4.98,24,,,,0.54,15.3,1,6.58,296,fc1b0bf0-c96e-ea11-a811-000d3af77de6,18,,,Active,Active,,,3389832,d9024a18-5ac4-4fcd-8db4-e74652d96d30
